Timestamp,Target IP,Hop Number,Hop IP,Latency
2024-11-08 03:10:17,104.237.164.0,1,10.192.146.1,5011. ms
2024-11-08 03:10:17,104.237.164.0,2,172.22.1.1,5009. ms
2024-11-08 03:10:17,104.237.164.0,3,???,0.0 ms
2024-11-08 03:10:17,104.237.164.0,4,172.21.18.154,32.4 ms
2024-11-08 03:10:17,104.237.164.0,5,googlepni01parth2-crco01p,18.0 ms
2024-11-08 03:10:17,104.237.164.0,6,???,0.0 ms
2024-11-08 03:10:17,104.237.164.0,7,142.251.253.36,17.5 ms
2024-11-08 03:10:17,104.237.164.0,8,108.170.255.168,17.4 ms
2024-11-08 03:10:17,104.237.164.0,9,108.170.233.114,2024. ms
2024-11-08 03:10:17,104.237.164.0,10,108.170.236.36,29.0 ms
2024-11-08 03:10:17,104.237.164.0,11,192.178.241.152,114.9 ms
2024-11-08 03:10:17,104.237.164.0,12,192.178.240.17,115.5 ms
2024-11-08 03:10:17,104.237.164.0,13,192.178.106.184,114.9 ms
2024-11-08 03:10:17,104.237.164.0,14,104.237.164.65,123.1 ms
2024-11-08 03:10:17,104.237.164.0,15,104.237.164.64,124.0 ms
2024-11-08 03:10:17,104.237.164.0,16,104.237.164.65,128.8 ms
2024-11-08 03:10:17,104.237.164.0,17,104.237.164.64,141.9 ms
2024-11-08 03:10:17,104.237.164.0,18,104.237.164.65,135.2 ms
2024-11-08 03:10:17,104.237.164.0,19,104.237.164.64,137.9 ms
2024-11-08 03:10:17,104.237.164.0,20,104.237.164.65,140.8 ms
2024-11-08 03:10:17,104.237.164.0,21,104.237.164.64,143.2 ms
2024-11-08 03:10:17,104.237.164.0,22,104.237.164.65,147.4 ms
2024-11-08 03:10:17,104.237.164.0,23,104.237.164.64,151.3 ms
2024-11-08 03:10:17,104.237.164.0,24,104.237.164.65,153.4 ms
2024-11-08 03:10:17,104.237.164.0,25,104.237.164.64,157.3 ms
2024-11-08 03:10:17,104.237.164.0,26,104.237.164.65,159.8 ms
2024-11-08 03:10:17,104.237.164.0,27,104.237.164.64,162.0 ms
2024-11-08 03:10:17,104.237.164.0,28,104.237.164.65,166.2 ms
2024-11-08 03:10:17,104.237.164.0,29,104.237.164.64,168.9 ms
2024-11-08 03:10:17,104.237.164.0,30,104.237.164.65,172.1 ms
2024-11-08 03:10:17,104.237.160.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:10:17,104.237.160.0,1,10.192.146.1,1.9 ms
2024-11-08 03:10:17,104.237.160.0,2,172.22.1.1,2.0 ms
2024-11-08 03:10:17,104.237.160.0,3,???,0.0 ms
2024-11-08 03:10:17,104.237.160.0,4,172.21.18.154,17.4 ms
2024-11-08 03:10:17,104.237.160.0,5,googlepni01parth2-crco01p,18.5 ms
2024-11-08 03:10:17,104.237.160.0,6,???,0.0 ms
2024-11-08 03:10:17,104.237.160.0,7,142.251.253.32,17.7 ms
2024-11-08 03:10:17,104.237.160.0,8,108.170.255.168,17.6 ms
2024-11-08 03:10:17,104.237.160.0,9,108.170.233.114,4027. ms
2024-11-08 03:10:17,104.237.160.0,10,209.85.242.252,95.3 ms
2024-11-08 03:10:17,104.237.160.0,11,192.178.81.229,107.6 ms
2024-11-08 03:10:17,104.237.160.0,12,192.178.81.239,111.7 ms
2024-11-08 03:10:17,104.237.160.0,13,192.178.73.8,117.9 ms
2024-11-08 03:10:17,104.237.160.0,14,108.170.252.161,149.7 ms
2024-11-08 03:10:17,104.237.160.0,15,108.170.252.161,132.3 ms
2024-11-08 03:10:17,104.237.160.0,16,192.178.97.153,130.8 ms
2024-11-08 03:10:17,104.237.160.0,17,74.125.242.224,125.1 ms
2024-11-08 03:10:17,104.237.160.0,18,142.251.49.26,129.9 ms
2024-11-08 03:10:17,104.237.160.0,19,???,0.0 ms
2024-11-08 03:10:17,64.233.160.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:10:17,64.233.160.0,1,10.192.146.1,2.0 ms
2024-11-08 03:10:17,64.233.160.0,2,172.22.1.1,2.9 ms
2024-11-08 03:10:17,64.233.160.0,3,???,0.0 ms
2024-11-08 03:10:17,64.233.160.0,4,172.21.18.154,17.4 ms
2024-11-08 03:10:17,64.233.160.0,5,googlepni01parth2-crco01p,17.7 ms
2024-11-08 03:10:17,64.233.160.0,6,72.14.236.137,21.3 ms
2024-11-08 03:10:17,64.233.160.0,7,192.178.96.136,21.5 ms
2024-11-08 03:10:17,64.233.160.0,8,209.85.255.106,21.6 ms
2024-11-08 03:10:17,64.233.160.0,9,216.239.43.184,95.1 ms
2024-11-08 03:10:17,64.233.160.0,10,192.178.81.227,108.3 ms
2024-11-08 03:10:17,64.233.160.0,11,216.239.40.15,122.0 ms
2024-11-08 03:10:17,64.233.160.0,12,108.170.228.4,130.9 ms
2024-11-08 03:10:17,64.233.160.0,13,142.250.57.241,120.9 ms
2024-11-08 03:10:17,64.233.160.0,14,142.250.57.247,122.8 ms
2024-11-08 03:10:17,64.233.160.0,15,???,0.0 ms
2024-11-08 03:10:17,66.102.0.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:10:17,66.102.0.0,1,10.192.146.1,1003. ms
2024-11-08 03:10:17,66.102.0.0,2,172.22.1.1,1004. ms
2024-11-08 03:10:17,66.102.0.0,3,???,0.0 ms
2024-11-08 03:10:17,66.102.0.0,4,172.21.18.154,17.6 ms
2024-11-08 03:10:17,66.102.0.0,5,googlepni01parth2-crco01p,17.7 ms
2024-11-08 03:10:17,66.102.0.0,6,72.14.233.77,18.2 ms
2024-11-08 03:10:17,66.102.0.0,7,142.250.59.100,18.2 ms
2024-11-08 03:10:17,66.102.0.0,8,108.170.233.114,1022. ms
2024-11-08 03:10:17,66.102.0.0,9,216.239.43.184,96.4 ms
2024-11-08 03:10:17,66.102.0.0,10,192.178.75.106,206.1 ms
2024-11-08 03:10:17,66.102.0.0,11,142.251.253.224,210.4 ms
2024-11-08 03:10:17,66.102.0.0,12,142.250.228.15,208.1 ms
2024-11-08 03:10:17,66.102.0.0,13,192.178.242.99,210.0 ms
2024-11-08 03:10:17,66.102.0.0,14,172.253.73.232,208.5 ms
2024-11-08 03:10:17,66.102.0.0,15,???,0.0 ms
2024-11-08 03:10:17,66.249.80.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:10:17,66.249.80.0,1,10.192.146.1,5010. ms
2024-11-08 03:10:17,66.249.80.0,2,172.22.1.1,5003. ms
2024-11-08 03:10:17,66.249.80.0,3,???,0.0 ms
2024-11-08 03:10:17,66.249.80.0,4,172.21.18.154,17.5 ms
2024-11-08 03:10:17,66.249.80.0,5,googlepni01parth2-crco01p,19.0 ms
2024-11-08 03:10:17,66.249.80.0,6,72.14.233.195,17.8 ms
2024-11-08 03:10:17,66.249.80.0,7,142.250.59.230,18.5 ms
2024-11-08 03:10:17,66.249.80.0,8,108.170.238.162,18.7 ms
2024-11-08 03:10:17,66.249.80.0,9,142.251.49.212,98.9 ms
2024-11-08 03:10:17,66.249.80.0,10,192.178.81.229,108.9 ms
2024-11-08 03:10:17,66.249.80.0,11,192.178.81.227,109.2 ms
2024-11-08 03:10:17,66.249.80.0,12,142.250.58.214,123.8 ms
2024-11-08 03:10:17,66.249.80.0,13,142.251.77.11,124.9 ms
2024-11-08 03:10:17,66.249.80.0,14,???,0.0 ms
2024-11-08 03:10:17,72.14.192.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:10:17,72.14.192.0,1,10.192.146.1,2005. ms
2024-11-08 03:10:17,72.14.192.0,2,172.22.1.1,3003. ms
2024-11-08 03:10:17,72.14.192.0,3,???,0.0 ms
2024-11-08 03:10:17,72.14.192.0,4,172.21.18.154,17.4 ms
2024-11-08 03:10:17,72.14.192.0,5,googlepni01parth2-crco01p,17.4 ms
2024-11-08 03:10:17,72.14.192.0,6,72.14.236.137,21.5 ms
2024-11-08 03:10:17,72.14.192.0,7,142.250.234.41,18.4 ms
2024-11-08 03:10:17,72.14.192.0,8,any-in-c000.1e100.net,22.1 ms
2024-11-08 03:10:17,74.125.0.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:10:17,74.125.0.0,1,10.192.146.1,5006. ms
2024-11-08 03:10:17,74.125.0.0,2,172.22.1.1,5006. ms
2024-11-08 03:10:17,74.125.0.0,3,???,0.0 ms
2024-11-08 03:10:17,74.125.0.0,4,172.21.18.154,17.4 ms
2024-11-08 03:10:17,74.125.0.0,5,googlepni01parth2-crco01p,17.6 ms
2024-11-08 03:10:17,74.125.0.0,6,72.14.233.77,17.4 ms
2024-11-08 03:10:17,74.125.0.0,7,108.170.255.168,17.4 ms
2024-11-08 03:10:17,74.125.0.0,8,209.85.253.217,18.8 ms
2024-11-08 03:10:17,74.125.0.0,9,142.251.236.230,26.0 ms
2024-11-08 03:10:17,74.125.0.0,10,172.253.72.147,93.3 ms
2024-11-08 03:10:17,74.125.0.0,11,142.251.69.65,102.6 ms
2024-11-08 03:10:17,74.125.0.0,12,142.250.46.187,107.5 ms
2024-11-08 03:10:17,74.125.0.0,13,192.178.98.123,112.8 ms
2024-11-08 03:10:17,74.125.0.0,14,???,0.0 ms
2024-11-08 03:10:17,173.194.0.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:10:17,173.194.0.0,1,10.192.146.1,1.8 ms
2024-11-08 03:10:17,173.194.0.0,2,172.22.1.1,5008. ms
2024-11-08 03:10:17,173.194.0.0,3,???,0.0 ms
2024-11-08 03:10:17,173.194.0.0,4,172.21.18.154,17.4 ms
2024-11-08 03:10:17,173.194.0.0,5,googlepni01parth2-crco01p,17.5 ms
2024-11-08 03:10:17,173.194.0.0,6,72.14.233.77,17.5 ms
2024-11-08 03:10:17,173.194.0.0,7,108.170.255.164,20.9 ms
2024-11-08 03:10:17,173.194.0.0,8,72.14.238.63,4023. ms
2024-11-08 03:10:17,173.194.0.0,9,142.251.67.166,21.6 ms
2024-11-08 03:10:17,173.194.0.0,10,172.253.65.168,21.8 ms
2024-11-08 03:10:17,173.194.0.0,11,142.251.64.33,22.1 ms
2024-11-08 03:10:17,173.194.0.0,12,???,0.0 ms
2024-11-08 03:10:17,209.85.128.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:10:17,209.85.128.0,1,10.192.146.1,4009. ms
2024-11-08 03:10:17,209.85.128.0,2,172.22.1.1,4007. ms
2024-11-08 03:10:17,209.85.128.0,3,???,0.0 ms
2024-11-08 03:10:17,209.85.128.0,4,172.21.18.154,17.6 ms
2024-11-08 03:10:17,209.85.128.0,5,googlepni01parth2-crco01p,18.0 ms
2024-11-08 03:10:17,209.85.128.0,6,???,0.0 ms
2024-11-08 03:10:17,216.58.192.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:10:17,216.58.192.0,1,10.192.146.1,2.0 ms
2024-11-08 03:10:17,216.58.192.0,2,172.22.1.1,1.8 ms
2024-11-08 03:10:17,216.58.192.0,3,???,0.0 ms
2024-11-08 03:10:17,216.58.192.0,4,172.21.18.154,17.6 ms
2024-11-08 03:10:17,216.58.192.0,5,googlepni01parth2-crco01p,18.9 ms
2024-11-08 03:10:17,216.58.192.0,6,72.14.233.77,17.9 ms
2024-11-08 03:10:17,216.58.192.0,7,???,0.0 ms
2024-11-08 03:10:17,216.239.32.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:10:17,216.239.32.0,1,10.192.146.1,4004. ms
2024-11-08 03:10:17,216.239.32.0,2,172.22.1.1,4006. ms
2024-11-08 03:10:17,216.239.32.0,3,???,0.0 ms
2024-11-08 03:10:17,216.239.32.0,4,172.21.18.154,17.0 ms
2024-11-08 03:10:17,216.239.32.0,5,googlepni01parth2-crco01p,18.5 ms
2024-11-08 03:10:17,216.239.32.0,6,72.14.233.77,18.1 ms
2024-11-08 03:10:17,216.239.32.0,7,???,0.0 ms
2024-11-08 03:40:17,64.15.126.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,64.15.126.0,1,10.192.146.1,2.4 ms
2024-11-08 03:40:17,64.15.126.0,2,172.22.1.1,2.2 ms
2024-11-08 03:40:17,64.15.126.0,3,???,0.0 ms
2024-11-08 03:40:17,64.15.126.0,4,172.21.18.154,18.4 ms
2024-11-08 03:40:17,64.15.126.0,5,213.144.168.20,25.0 ms
2024-11-08 03:40:17,64.15.126.0,6,149.3.183.83,31.5 ms
2024-11-08 03:40:17,64.15.126.0,7,195.22.209.223,27.3 ms
2024-11-08 03:40:17,64.15.126.0,8,???,0.0 ms
2024-11-08 03:40:17,64.15.112.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,64.15.112.0,1,10.192.146.1,3004. ms
2024-11-08 03:40:17,64.15.112.0,2,172.22.1.1,3006. ms
2024-11-08 03:40:17,64.15.112.0,3,???,0.0 ms
2024-11-08 03:40:17,64.15.112.0,4,172.21.18.154,17.6 ms
2024-11-08 03:40:17,64.15.112.0,5,213.144.168.20,22.6 ms
2024-11-08 03:40:17,64.15.112.0,6,149.3.183.83,28.8 ms
2024-11-08 03:40:17,64.15.112.0,7,195.22.209.223,28.2 ms
2024-11-08 03:40:17,64.15.112.0,8,???,0.0 ms
2024-11-08 03:40:17,216.73.80.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,216.73.80.0,1,10.192.146.1,2.1 ms
2024-11-08 03:40:17,216.73.80.0,2,172.22.1.1,2.1 ms
2024-11-08 03:40:17,216.73.80.0,3,???,0.0 ms
2024-11-08 03:40:17,216.73.80.0,4,172.21.18.154,18.2 ms
2024-11-08 03:40:17,216.73.80.0,5,googlepni01parth2-crco01p,17.7 ms
2024-11-08 03:40:17,216.73.80.0,6,???,0.0 ms
2024-11-08 03:40:17,216.73.80.0,7,142.251.49.130,18.6 ms
2024-11-08 03:40:17,216.73.80.0,8,192.178.81.162,17.7 ms
2024-11-08 03:40:17,216.73.80.0,9,72.14.238.63,17.9 ms
2024-11-08 03:40:17,216.73.80.0,10,192.178.81.40,96.5 ms
2024-11-08 03:40:17,216.73.80.0,11,192.178.81.143,104.2 ms
2024-11-08 03:40:17,216.73.80.0,12,142.251.254.56,111.4 ms
2024-11-08 03:40:17,216.73.80.0,13,142.251.67.139,124.7 ms
2024-11-08 03:40:17,216.73.80.0,14,108.170.225.110,129.0 ms
2024-11-08 03:40:17,216.73.80.0,15,108.170.228.100,128.1 ms
2024-11-08 03:40:17,216.73.80.0,16,216.239.59.73,126.6 ms
2024-11-08 03:40:17,216.73.80.0,17,172.253.78.58,128.5 ms
2024-11-08 03:40:17,216.73.80.0,18,216.239.57.144,2130. ms
2024-11-08 03:40:17,216.73.80.0,19,???,0.0 ms
2024-11-08 03:40:17,208.65.152.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,208.65.152.0,1,10.192.146.1,1.9 ms
2024-11-08 03:40:17,208.65.152.0,2,172.22.1.1,1.9 ms
2024-11-08 03:40:17,208.65.152.0,3,???,0.0 ms
2024-11-08 03:40:17,208.65.152.0,4,172.21.18.154,17.6 ms
2024-11-08 03:40:17,208.65.152.0,5,googlepni01parth2-crco01p,17.6 ms
2024-11-08 03:40:17,208.65.152.0,6,???,0.0 ms
2024-11-08 03:40:17,208.65.152.0,7,216.239.48.44,17.6 ms
2024-11-08 03:40:17,208.65.152.0,8,???,0.0 ms
2024-11-08 03:40:17,208.117.254.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,208.117.254.0,1,10.192.146.1,1.6 ms
2024-11-08 03:40:17,208.117.254.0,2,172.22.1.1,1.8 ms
2024-11-08 03:40:17,208.117.254.0,3,???,0.0 ms
2024-11-08 03:40:17,208.117.254.0,4,172.21.18.154,17.4 ms
2024-11-08 03:40:17,208.117.254.0,5,googlepni01parth2-crco01p,18.1 ms
2024-11-08 03:40:17,208.117.254.0,6,???,0.0 ms
2024-11-08 03:40:17,208.117.254.0,7,142.251.64.124,17.5 ms
2024-11-08 03:40:17,208.117.254.0,8,108.170.255.164,21.0 ms
2024-11-08 03:40:17,208.117.254.0,9,72.14.238.63,17.6 ms
2024-11-08 03:40:17,208.117.254.0,10,142.251.49.96,95.3 ms
2024-11-08 03:40:17,208.117.254.0,11,192.178.81.225,110.2 ms
2024-11-08 03:40:17,208.117.254.0,12,192.178.73.8,117.1 ms
2024-11-08 03:40:17,208.117.254.0,13,192.178.72.196,119.7 ms
2024-11-08 03:40:17,208.117.254.0,14,108.170.252.161,128.2 ms
2024-11-08 03:40:17,208.117.254.0,15,142.251.234.225,129.5 ms
2024-11-08 03:40:17,208.117.254.0,16,172.253.51.119,129.7 ms
2024-11-08 03:40:17,208.117.254.0,17,192.178.246.245,128.5 ms
2024-11-08 03:40:17,208.117.254.0,18,192.178.86.62,129.4 ms
2024-11-08 03:40:17,208.117.254.0,19,208.117.254.0,129.2 ms
2024-11-08 03:40:17,208.117.251.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,208.117.251.0,1,10.192.146.1,2.0 ms
2024-11-08 03:40:17,208.117.251.0,2,172.22.1.1,2.0 ms
2024-11-08 03:40:17,208.117.251.0,3,???,0.0 ms
2024-11-08 03:40:17,208.117.251.0,4,172.21.18.154,17.7 ms
2024-11-08 03:40:17,208.117.251.0,5,213.144.168.20,21.8 ms
2024-11-08 03:40:17,208.117.251.0,6,195.22.195.99,132.9 ms
2024-11-08 03:40:17,208.117.251.0,7,195.22.195.51,107.8 ms
2024-11-08 03:40:17,208.117.251.0,8,be-3212-cs02.newyork.ny.i,107.6 ms
2024-11-08 03:40:17,208.117.251.0,9,be-32011-ar01.needham.ma.,97.0 ms
2024-11-08 03:40:17,208.117.251.0,10,???,0.0 ms
2024-11-08 03:40:17,208.117.250.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,208.117.250.0,1,10.192.146.1,1.4 ms
2024-11-08 03:40:17,208.117.250.0,2,172.22.1.1,1.4 ms
2024-11-08 03:40:17,208.117.250.0,3,???,0.0 ms
2024-11-08 03:40:17,208.117.250.0,4,172.21.18.154,18.6 ms
2024-11-08 03:40:17,208.117.250.0,5,crco01pareq2-crco01parth2,26.6 ms
2024-11-08 03:40:17,208.117.250.0,6,linx-lon1-loneq8-1.core.w,26.6 ms
2024-11-08 03:40:17,208.117.250.0,7,linx-gw1.ja.net,27.7 ms
2024-11-08 03:40:17,208.117.250.0,8,ae23.londtt-sbr1.ja.net,29.3 ms
2024-11-08 03:40:17,208.117.250.0,9,ae28.londtw-sbr2.ja.net,27.4 ms
2024-11-08 03:40:17,208.117.250.0,10,ae31.lowdss-sbr1.ja.net,30.1 ms
2024-11-08 03:40:17,208.117.250.0,11,ae29.leedaq-sbr2.ja.net,31.4 ms
2024-11-08 03:40:17,208.117.250.0,12,gi0-0-1.leed-ban1.ja.net,31.9 ms
2024-11-08 03:40:17,208.117.250.0,13,???,0.0 ms
2024-11-08 03:40:17,208.117.240.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,208.117.240.0,1,10.192.146.1,1.5 ms
2024-11-08 03:40:17,208.117.240.0,2,172.22.1.1,1.6 ms
2024-11-08 03:40:17,208.117.240.0,3,???,0.0 ms
2024-11-08 03:40:17,208.117.240.0,4,172.21.18.154,17.0 ms
2024-11-08 03:40:17,208.117.240.0,5,crco01pareq2-crco01parth2,26.8 ms
2024-11-08 03:40:17,208.117.240.0,6,linx-lon1-loneq8-1.core.w,26.6 ms
2024-11-08 03:40:17,208.117.240.0,7,linx1.bezeqint.co.il,81.5 ms
2024-11-08 03:40:17,208.117.240.0,8,???,0.0 ms
2024-11-08 03:40:17,208.117.240.0,9,???,0.0 ms
2024-11-08 03:40:17,208.117.240.0,10,???,0.0 ms
2024-11-08 03:40:17,208.117.240.0,11,bzq-84-110-34-200.static-,84.2 ms
2024-11-08 03:40:17,208.117.240.0,12,???,0.0 ms
2024-11-08 03:40:17,208.117.240.0,13,89.207.228.52,384.2 ms
2024-11-08 03:40:17,208.117.240.0,14,???,0.0 ms
2024-11-08 03:40:17,208.117.240.0,15,???,0.0 ms
2024-11-08 03:40:17,208.117.240.0,16,???,0.0 ms
2024-11-08 03:40:17,208.117.240.0,17,185.25.28.47,375.2 ms
2024-11-08 03:40:17,208.117.240.0,18,???,0.0 ms
2024-11-08 03:40:17,208.117.238.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,208.117.238.0,1,10.192.146.1,3001. ms
2024-11-08 03:40:17,208.117.238.0,2,172.22.1.1,2003. ms
2024-11-08 03:40:17,208.117.238.0,3,???,0.0 ms
2024-11-08 03:40:17,208.117.238.0,4,172.21.18.154,17.4 ms
2024-11-08 03:40:17,208.117.238.0,5,wifirst.dc3-2.hopus.net,18.0 ms
2024-11-08 03:40:17,208.117.238.0,6,wifirst.dc3-2.rt.hopus.ne,20.5 ms
2024-11-08 03:40:17,208.117.238.0,7,lag-dc3-2.pa3-1.rt.hopus.,17.8 ms
2024-11-08 03:40:17,208.117.238.0,8,lag-pa3-1.fra8-2.rt.hopus,26.7 ms
2024-11-08 03:40:17,208.117.238.0,9,???,0.0 ms
2024-11-08 03:40:17,208.117.238.0,10,de-fra02a-rc1-ae-30-0.aor,32.5 ms
2024-11-08 03:40:17,208.117.238.0,11,nl-ams17b-rc1-lag-104-0.a,27.2 ms
2024-11-08 03:40:17,208.117.238.0,12,???,0.0 ms
2024-11-08 03:40:17,208.117.238.0,13,dd5e0fa25.access.telenet.,35.3 ms
2024-11-08 03:40:17,208.117.238.0,14,???,0.0 ms
2024-11-08 03:40:17,208.117.224.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,208.117.224.0,1,10.192.146.1,1.9 ms
2024-11-08 03:40:17,208.117.224.0,2,172.22.1.1,2.2 ms
2024-11-08 03:40:17,208.117.224.0,3,???,0.0 ms
2024-11-08 03:40:17,208.117.224.0,4,172.21.18.154,17.4 ms
2024-11-08 03:40:17,208.117.224.0,5,googlepni01parth2-crco01p,17.7 ms
2024-11-08 03:40:17,208.117.224.0,6,???,0.0 ms
2024-11-08 03:40:17,208.117.224.0,7,142.250.234.40,17.8 ms
2024-11-08 03:40:17,208.117.224.0,8,108.170.255.238,18.4 ms
2024-11-08 03:40:17,208.117.224.0,9,72.14.238.63,1020. ms
2024-11-08 03:40:17,208.117.224.0,10,142.251.49.44,1094. ms
2024-11-08 03:40:17,208.117.224.0,11,192.178.81.229,107.6 ms
2024-11-08 03:40:17,208.117.224.0,12,192.178.81.235,108.9 ms
2024-11-08 03:40:17,208.117.224.0,13,192.178.72.204,117.9 ms
2024-11-08 03:40:17,208.117.224.0,14,142.251.237.111,135.7 ms
2024-11-08 03:40:17,208.117.224.0,15,142.251.234.225,129.9 ms
2024-11-08 03:40:17,208.117.224.0,16,192.178.108.203,126.6 ms
2024-11-08 03:40:17,208.117.224.0,17,74.125.242.228,125.5 ms
2024-11-08 03:40:17,208.117.224.0,18,74.125.242.74,130.6 ms
2024-11-08 03:40:17,208.117.224.0,19,???,0.0 ms
2024-11-08 03:40:17,172.110.32.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,172.110.32.0,1,10.192.146.1,4007. ms
2024-11-08 03:40:17,172.110.32.0,2,172.22.1.1,4009. ms
2024-11-08 03:40:17,172.110.32.0,3,???,0.0 ms
2024-11-08 03:40:17,172.110.32.0,4,172.21.18.154,17.7 ms
2024-11-08 03:40:17,172.110.32.0,5,googlepni01parth2-crco01p,17.6 ms
2024-11-08 03:40:17,172.110.32.0,6,???,0.0 ms
2024-11-08 03:40:17,172.110.32.0,7,142.250.234.40,18.5 ms
2024-11-08 03:40:17,172.110.32.0,8,192.178.104.28,20.7 ms
2024-11-08 03:40:17,172.110.32.0,9,209.85.251.59,3023. ms
2024-11-08 03:40:17,172.110.32.0,10,108.170.236.36,29.1 ms
2024-11-08 03:40:17,172.110.32.0,11,172.253.65.166,96.9 ms
2024-11-08 03:40:17,172.110.32.0,12,216.239.62.197,93.7 ms
2024-11-08 03:40:17,172.110.32.0,13,192.178.108.19,94.0 ms
2024-11-08 03:40:17,172.110.32.0,14,192.178.106.112,93.5 ms
2024-11-08 03:40:17,172.110.32.0,15,???,0.0 ms
2024-11-08 03:40:17,104.237.190.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,104.237.190.0,1,10.192.146.1,7007. ms
2024-11-08 03:40:17,104.237.190.0,2,172.22.1.1,7009. ms
2024-11-08 03:40:17,104.237.190.0,3,???,0.0 ms
2024-11-08 03:40:17,104.237.190.0,4,172.21.18.154,17.3 ms
2024-11-08 03:40:17,104.237.190.0,5,crco01pareq2-crco01parth2,26.6 ms
2024-11-08 03:40:17,104.237.190.0,6,linx-lon1-loneq8-1.core.w,27.6 ms
2024-11-08 03:40:17,104.237.190.0,7,linx1.bezeqint.co.il,81.8 ms
2024-11-08 03:40:17,104.237.190.0,8,???,0.0 ms
2024-11-08 03:40:17,104.237.190.0,9,???,0.0 ms
2024-11-08 03:40:17,104.237.190.0,10,???,0.0 ms
2024-11-08 03:40:17,104.237.190.0,11,bzq-84-110-34-200.static-,83.4 ms
2024-11-08 03:40:17,104.237.190.0,12,185.25.28.214,94.4 ms
2024-11-08 03:40:17,104.237.190.0,13,89.207.228.82,95.6 ms
2024-11-08 03:40:17,104.237.190.0,14,89.207.225.16,95.0 ms
2024-11-08 03:40:17,104.237.190.0,15,???,0.0 ms
2024-11-08 03:40:17,104.237.189.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,104.237.189.0,1,10.192.146.1,4010. ms
2024-11-08 03:40:17,104.237.189.0,2,172.22.1.1,4008. ms
2024-11-08 03:40:17,104.237.189.0,3,???,0.0 ms
2024-11-08 03:40:17,104.237.189.0,4,172.21.18.154,18.2 ms
2024-11-08 03:40:17,104.237.189.0,5,port-channel12.core2.par2,1022. ms
2024-11-08 03:40:17,104.237.189.0,6,port-channel11.core2.nyc4,7100. ms
2024-11-08 03:40:17,104.237.189.0,7,port-channel4.core1.nyc6.,1092. ms
2024-11-08 03:40:17,104.237.189.0,8,cr1-tck1-us.globenet.net,95.4 ms
2024-11-08 03:40:17,104.237.189.0,9,globenet.ftlza.br.as52320,165.4 ms
2024-11-08 03:40:17,104.237.189.0,10,???,0.0 ms
2024-11-08 03:40:17,104.237.188.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,104.237.188.0,1,10.192.146.1,1003. ms
2024-11-08 03:40:17,104.237.188.0,2,172.22.1.1,1003. ms
2024-11-08 03:40:17,104.237.188.0,3,???,0.0 ms
2024-11-08 03:40:17,104.237.188.0,4,172.21.18.154,17.8 ms
2024-11-08 03:40:17,104.237.188.0,5,port-channel12.core2.par2,4024. ms
2024-11-08 03:40:17,104.237.188.0,6,port-channel11.core2.nyc4,2093. ms
2024-11-08 03:40:17,104.237.188.0,7,port-channel4.core1.nyc6.,5098. ms
2024-11-08 03:40:17,104.237.188.0,8,cr1-tck1-us.globenet.net,96.2 ms
2024-11-08 03:40:17,104.237.188.0,9,globenet.ftlza.br.as52320,165.1 ms
2024-11-08 03:40:17,104.237.188.0,10,???,0.0 ms
2024-11-08 03:40:17,104.237.172.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 03:40:17,104.237.172.0,1,10.192.146.1,4007. ms
2024-11-08 03:40:17,104.237.172.0,2,172.22.1.1,4006. ms
2024-11-08 03:40:17,104.237.172.0,3,???,0.0 ms
2024-11-08 03:40:17,104.237.172.0,4,172.21.18.154,17.3 ms
